paper,score
A meta-optimized hybrid global and local algorithm for well placement optimization.,0.19581717314102884
Characterising E-projectives via Co-monads.,0.19573334749376126
Confluence in Probabilistic Rewriting.,0.1955623871543953
Observations on Expedited Systems Engineering Practices in Military Rapid Development Projects.,0.19541151052741088
Survival of the Fattest: Evolutionary Trade-offs in Cellular Resource Storage.,0.19530493016326203
Efficient modeling of the nonlinear dynamics of tubular heterogeneous reactors.,0.19522014976750118
Optimal operation of a Solar Membrane Distillation pilot plant via Nonlinear Model Predictive Control.,0.19499116127802602
Security Testing Methodology for Vulnerabilities Detection of XSS in Web Services and WS-Security.,0.19499052358290814
A Framework for the Analysis of Access Control Policies with Emergency Management.,0.19480493307672345
A Characterization of Claw-free CIS Graphs and New Results on the Order of CIS Graphs.,0.19478467109973407
"Borel Kernels and their Approximation, Categorically.",0.1946568722662939
Performance Evaluation of Replication Policies in Microservice Based Architectures.,0.19448443145530628
Open-loop control of directed self-assembly of colloidal particles in a microfluidic device.,0.1943122947542008
The Shuffle Quasimonad and Modules with Differentiation and Integration.,0.1943089933244176
Modeling of reactive batch distillation processes for control.,0.19427527864699284
Stateful Runners of Effectful Computations.,0.19397622004656775
Neural GPUs Learn Algorithms.,0.1938614248695141
Segmental Recurrent Neural Networks.,0.1938566033475498
Isotropy of Algebraic Theories.,0.19376945961833353
A Monad for Randomized Algorithms.,0.19364367690338385
Microalgae growth optimization in open ponds with uncertain weather data.,0.19354561220820546
Deep hybrid modeling of chemical process: Application to hydraulic fracturing.,0.19348597271980894
Bounds and Fixed-Parameter Algorithms for Weighted Improper Coloring.,0.1934737627413609
On improving the online performance of production scheduling: Application to air separation units.,0.19343511130732718
Even-power of Cycles With Many Vertices are Type 1 Total Colorable.,0.19317761557641042
Variational Gaussian Process.,0.1929240766596413
Pre-grammars and Inhabitation for a Subset of Rank 2 Intersection Types.,0.19291441773395035
On the Efficiency of Convex Polyhedra.,0.1929040337718109
Approximation Algorithms for Sorting Permutations by Length-Weighted Short Rearrangements.,0.19286906255707784
(In)Efficiency and Reasonable Cost Models.,0.19265786875965793
Multiobjective decision-support tools for the choice between single-use and multi-use technologies in sterile filling of biopharmaceuticals.,0.19262885844190797
Morphisms of Open Games.,0.19256591309861543
Domain-complete and LCS-complete Spaces.,0.19243958247843074
Continuous Probability Distributions in Concurrent Games.,0.19241952431153844
Application of formal verification and falsification to large-scale chemical plant automation systems.,0.19229311237992613
A Model of PCF in Guarded Type Theory.,0.19228695364313256
Sustainable wastewater treatment plants design through multiobjective optimization.,0.1922027995875259
Integrated scheduling of vessel dispatching and port operations in the closed-loop shipping system for transporting petrochemicals.,0.19215101093031436
"An Ontology-based Approach for Sharing, Integrating, and Retrieving Architectural Knowledge.",0.19211589663247156
Adapting The Directed Grid Theorem into an FPT Algorithm.,0.19198581807605278
Fast Face Detection in Violent Video Scenes.,0.1919046930016397
Statistical Correction of the Result of Weather Forecast by Applying the Model Output Calibration.,0.19188036938653066
Regression for sets of polynomial equations.,0.19186994555717488
Dynamic optimization with complementarity constraints: Smoothing for direct shooting.,0.19185152698016977
From Reversible Programs to Univalent Universes and Back.,0.19184262765148002
Classification of states and model order reduction of large scale Chemical Vapor Deposition processes with solution multiplicity.,0.19168106940508592
Linking reaction mechanisms and quantum chemistry: An ontological approach.,0.19147310907386425
Understanding Communication Patterns in HPCG.,0.1913822252688299
Computing Invariants with Transformers: Experimental Scalability and Accuracy.,0.19136678137042296
Sustainable utilization and storage of carbon dioxide: Analysis and design of an innovative supply chain.,0.19127992694941343
Detecting Lung Abnormalities From X-rays Using an Improved SSL Algorithm.,0.191211233340248
Alternation-Free Weighted Mu-Calculus: Decidability and Completeness.,0.19116678363268008
Heat exchanger networks retrofit with an extended superstructure model and a meta-heuristic solution approach.,0.19112973849870996
"Algebras, Graphs and Thetas.",0.19110137662578594
Finiteness Spaces and Generalized Power Series.,0.19103772637419628
Incremental Rebinding with Name Polymorphism.,0.19094376230876026
Reversible Effects as Inverse Arrows.,0.19079193408856193
An agent composition framework for the J-Park Simulator - A knowledge graph for the process industry.,0.19068445540288778
Integration of the biorefinery concept for the development of sustainable processes for pulp and paper industry.,0.1906755086101936
Practical Extraction of Evidence Terms From Common-knowledge Reasoning.,0.19067398458793608
Quantum computing based hybrid solution strategies for large-scale discrete-continuous optimization problems.,0.19052337667423433
Projections for Infinitary Rewriting.,0.19052000509698705
Correlation-based construction of neighborhood and edge features.,0.1903527540348657
Vapor recompressed batch distillation: Optimizing reflux ratio at variable mode.,0.19020885204253607
Completeness in PVS of a Nominal Unification Algorithm.,0.19012343370680942
Layout Randomization and Nondeterminism.,0.18980579560693928
A Concrete Categorical Semantics of Lambda-S.,0.18950228750985318
Challenges and opportunities in biopharmaceutical manufacturing control.,0.18918930754400784
Superstructure optimization of an integrated algae biorefinery.,0.18896978108318405
A hybrid time MILP model for the pump scheduling of multi-product pipelines based on the rigorous description of the pipeline hydraulic loss changes.,0.1889228037535691
Numerical simulation of natural convection and boil-off in a small size pressurized LNG storage tank.,0.1888782097910785
A Symbolic Decision Procedure for Symbolic Alternating Finite Automata.,0.18885063849584327
Parametric Facial Animation for Affective Interaction Workflow for Avatar Retargeting.,0.1886958925414404
Scheduling custom printed napkin manufacturing by P-graphs.,0.18869504018435743
A Case Study in Capacity Planning for PEPA Models with the PEPA Eclipse Plug-in.,0.18855730182355568
An Efficient CoMP-based Handover Scheme for Evolving Wireless Networks.,0.1883564074990348
Stable States of Boolean Regulatory Networks Composed Over Hexagonal Grids.,0.18811114280988095
A new termination criterion for sampling for surrogate model generation using partial least squares regression.,0.18799662916565685
A Short Introduction to Clones.,0.18798931171644326
Emotion Recognition from Physiological Signal Analysis: A Review.,0.1879433173720711
An outlook towards 2030: Optimization and design of a CCUS supply chain in Germany.,0.18794116709183675
A Formalisation of Nominal α-equivalence with A and AC Function Symbols.,0.18793233095089504
The Descriptive Complexity of Decision Problems through Logics with Relational Fixed-Point and Capturing Results.,0.18786336463589093
Multi-model Short-term Prediction Schema for mHealth Empowering Asthma Self-management.,0.18782636035989078
A,0.18781716135052728
MILP models for objective reduction in multi-objective optimization: Error measurement considerations and non-redundancy ratio.,0.18770303954428544
Category-theoretic Structure for Independence and Conditional Independence.,0.18739546813085933
Large Immersions in Graphs with Independence Number 3 and 4.,0.18734423182095244
The Chromatic Index of Proper Circular-arc Graphs of Odd Maximum Degree which are Chordal.,0.18729997561158285
Strongly Semicontinuous Lattices.,0.18717379640703735
Defining Effectiveness Using Finite Sets A Study on Computability.,0.18693882247226898
Giry and the Machine.,0.18690744260650258
Efficient Image Stitching through Mobile Offloading.,0.18673985886656622
Formalizing Constructive Projective Geometry in Agda.,0.18669610921395383
Artificial Neural Network control of thermoelectrically-cooled microfluidics using computer vision based on IR thermography.,0.18668928795951054
An Introduction to Algebraic Effects and Handlers. Invited tutorial paper.,0.18666526007419335
Continuous reactive crystallization of β-lactam antibiotics catalyzed by penicillin G acylase. Part I: Model development.,0.1866401394110276
"Multi-timescale, multi-period decision-making model development by combining reinforcement learning and mathematical programming.",0.1865784709901343
A multi-level programming for shale gas-water supply chains accounting for tradeoffs between economic and environmental concerns.,0.1865591265955932
Multi-operational planning of shale gas pad development.,0.18640424124744576
Proxy models for caprock pressure and temperature dynamics during steam-assisted gravity drainage process.,0.18640399684538705
PEF: Python Error Finder.,0.18634103848131053
NaN,0.18630055102261817
A methodology for building a data-enclosing tunnel for automated online-feedback in simulator Training.,0.18624403762484518
Modelling and solving the integrated inventory-location-routing problem in a multi-period and multi-perishable product supply chain with uncertainty: Lagrangian relaxation algorithm.,0.1861107881807871
Characterizations of Supercontinuous Posets via Scott S-sets and the S-essential Topology.,0.18605560045063
Optimized data exploration applied to the simulation of a chemical process.,0.18594957389823666
A Multi-agent Transgenetic Algorithm for the Bi-objective Spanning Tree Problem.,0.18593386272942145
Molecular insights through computational modeling of methylene blue adsorption onto low-cost adsorbents derived from natural materials: A multi-model's approach.,0.1859150988376274
Generic modeling framework of Multi-Energy Systems (MES) within the Upstream Oil Supply Chain (USOSC) network.,0.18586930868045004
Controlling File Access with Types.,0.18583376075374147
Enabling Fluid Analysis for Queueing Petri Nets via Model Transformation.,0.1856520464893974
A federated learning based semi-supervised credit prediction approach enhanced by multi-layer label mean.,0.185631000472853
A Framework for Managing Requirements of Software Product Lines.,0.18551408699606164
Performance evaluation of reverse osmosis brackish water desalination plant with different recycled ratios of retentate.,0.18532389186525622
FPT Algorithms to Enumerate and Count Acyclic and Totally Cyclic Orientations.,0.18529852663994448
Programs as Data Structures in λSF-Calculus.,0.18498356457647638
Decomposing Split Graphs into Locally Irregular Graphs.,0.18459535373786334
Delay Time Fractional-Order Model for the Soft Exoskeleton Glove Control.,0.18440671227810654
ReLU networks as surrogate models in mixed-integer linear programs.,0.18440610791795373
